  0.0000000e+000,  1.2176815e-003,
  1.2500000e+002,  9.1946321e-004,
  2.5000000e+002,  5.5717682e-004,
  3.7500000e+002,  4.9259457e-004,
  5.0000000e+002,  4.9126265e-004,
  6.2500000e+002,  4.9192827e-004,
  7.5000000e+002,  4.8860959e-004,
  8.7500000e+002,  4.8400105e-004,
  1.0000000e+003,  4.7716963e-004,
  1.1250000e+003,  4.6916282e-004,
  1.2500000e+003,  4.6285397e-004,
  1.3750000e+003,  4.6097787e-004,
  1.5000000e+003,  4.5570378e-004,
  1.6250000e+003,  4.5048984e-004,
  1.7500000e+003,  4.4957592e-004,
  1.8750000e+003,  4.5570378e-004,
  2.0000000e+003,  4.5817817e-004,
  2.1250000e+003,  4.5570378e-004,
  2.2500000e+003,  4.5079482e-004,
  2.3750000e+003,  4.5140561e-004,
  2.5000000e+003,  4.5018506e-004,
  2.6250000e+003,  4.4263085e-004,
  2.7500000e+003,  4.4714799e-004,
  2.8750000e+003,  4.5416393e-004,
  3.0000000e+003,  4.5539547e-004,
  3.1250000e+003,  4.5601230e-004,
  3.2500000e+003,  4.5201723e-004,
  3.3750000e+003,  4.4684547e-004,
  3.5000000e+003,  4.5354961e-004,
  3.6250000e+003,  4.5724865e-004,
  3.7500000e+003,  4.5018506e-004,
  3.8750000e+003,  4.4624085e-004,
  4.0000000e+003,  4.4624085e-004,
  4.1250000e+003,  4.4173287e-004,
  4.2500000e+003,  4.3402666e-004,
  4.3750000e+003,  4.2674359e-004,
  4.5000000e+003,  4.3197495e-004,
  4.6250000e+003,  4.3608811e-004,
  4.7500000e+003,  4.4443228e-004,
  4.8750000e+003,  4.5724865e-004,
  5.0000000e+003,  4.6066599e-004,
  5.1250000e+003,  4.5447160e-004,
  5.2500000e+003,  4.4413140e-004,
  5.3750000e+003,  4.4143402e-004,
  5.5000000e+003,  4.4684547e-004,
  5.6250000e+003,  4.4714799e-004,
  5.7500000e+003,  4.4053847e-004,
  5.8750000e+003,  4.4263085e-004,
  6.0000000e+003,  4.5079482e-004,
  6.1250000e+003,  4.5293591e-004,
  6.2500000e+003,  4.5201723e-004,
  6.3750000e+003,  4.4805697e-004,
  6.5000000e+003,  4.4684547e-004,
  6.6250000e+003,  4.4775384e-004,
  6.7500000e+003,  4.4896780e-004,
  6.8750000e+003,  4.5048984e-004,
  7.0000000e+003,  4.4293052e-004,
  7.1250000e+003,  4.4503425e-004,
  7.2500000e+003,  4.5817817e-004,
  7.3750000e+003,  4.5879896e-004,
  7.5000000e+003,  4.5416393e-004,
  7.6250000e+003,  4.5447160e-004,
  7.7500000e+003,  4.5447160e-004,
  7.8750000e+003,  4.5018506e-004,
  8.0000000e+003,  4.5262948e-004,
  8.1250000e+003,  4.5385666e-004,
  8.2500000e+003,  4.4927176e-004,
  8.3750000e+003,  4.4927176e-004,
  8.5000000e+003,  4.5232325e-004,
  8.6250000e+003,  4.4927176e-004,
  8.7500000e+003,  4.4413140e-004,
  8.8750000e+003,  4.4866405e-004,
  9.0000000e+003,  4.4714799e-004,
  9.1250000e+003,  4.4053847e-004,
  9.2500000e+003,  4.4896780e-004,
  9.3750000e+003,  4.5848836e-004,
  9.5000000e+003,  4.5879896e-004,
  9.6250000e+003,  4.5601230e-004,
  9.7500000e+003,  4.5262948e-004,
  9.8750000e+003,  4.5786819e-004,
  1.0000000e+004,  4.5942040e-004,
  1.0125000e+004,  4.5447160e-004,
  1.0250000e+004,  4.5262948e-004,
  1.0375000e+004,  4.5601230e-004,
  1.0500000e+004,  4.5693930e-004,
  1.0625000e+004,  4.5354961e-004,
  1.0750000e+004,  4.5262948e-004,
  1.0875000e+004,  4.5632102e-004,
  1.1000000e+004,  4.5910958e-004,
  1.1125000e+004,  4.5942040e-004,
  1.1250000e+004,  4.5110021e-004,
  1.1375000e+004,  4.4563724e-004,
  1.1500000e+004,  4.4988048e-004,
  1.1625000e+004,  4.6097787e-004,
  1.1750000e+004,  4.6442308e-004,
  1.1875000e+004,  4.5416393e-004,
  1.2000000e+004,  4.4836031e-004,
  1.2125000e+004,  4.4866405e-004,
  1.2250000e+004,  4.5262948e-004,
  1.2375000e+004,  4.6066599e-004,
  1.2500000e+004,  4.6254082e-004,
  1.2625000e+004,  4.6254082e-004,
  1.2750000e+004,  4.6316733e-004,
  1.2875000e+004,  4.6505234e-004,
  1.3000000e+004,  4.6285397e-004,
  1.3125000e+004,  4.5786819e-004,
  1.3250000e+004,  4.5539547e-004,
  1.3375000e+004,  4.5942040e-004,
  1.3500000e+004,  4.5910958e-004,
  1.3625000e+004,  4.5232325e-004,
  1.3750000e+004,  4.5693930e-004,
  1.3875000e+004,  4.6191497e-004,
  1.4000000e+004,  4.6568245e-004,
  1.4125000e+004,  4.6631320e-004,
  1.4250000e+004,  4.6348110e-004,
  1.4375000e+004,  4.6473770e-004,
  1.4500000e+004,  4.6631320e-004,
  1.4625000e+004,  4.5848836e-004,
  1.4750000e+004,  4.5262948e-004,
  1.4875000e+004,  4.6066599e-004,
  1.5000000e+004,  4.6285397e-004,
  1.5125000e+004,  4.6097787e-004,
  1.5250000e+004,  4.7107202e-004,
  1.5375000e+004,  4.6916282e-004,
  1.5500000e+004,  4.5942040e-004,
  1.5625000e+004,  4.6222789e-004,
  1.5750000e+004,  4.6348110e-004,
  1.5875000e+004,  4.5724865e-004,
  1.6000000e+004,  4.4805697e-004,
  1.6125000e+004,  4.4988048e-004,
  1.6250000e+004,  4.6160246e-004,
  1.6375000e+004,  4.6631320e-004,
  1.6500000e+004,  4.6410887e-004,
  1.6625000e+004,  4.6442308e-004,
  1.6750000e+004,  4.6285397e-004,
  1.6875000e+004,  4.5477928e-004,
  1.7000000e+004,  4.5171122e-004,
  1.7125000e+004,  4.5570378e-004,
  1.7250000e+004,  4.5910958e-004,
  1.7375000e+004,  4.6473770e-004,
  1.7500000e+004,  4.7107202e-004,
  1.7625000e+004,  4.7075332e-004,
  1.7750000e+004,  4.6979829e-004,
  1.7875000e+004,  4.6789404e-004,
  1.8000000e+004,  4.6884520e-004,
  1.8125000e+004,  4.6662890e-004,
  1.8250000e+004,  4.6442308e-004,
  1.8375000e+004,  4.7011635e-004,
  1.8500000e+004,  4.6568245e-004,
  1.8625000e+004,  4.5110021e-004,
  1.8750000e+004,  4.4383093e-004,
  1.8875000e+004,  4.5048984e-004,
  1.9000000e+004,  4.6473770e-004,
  1.9125000e+004,  4.6536718e-004,
  1.9250000e+004,  4.5879896e-004,
  1.9375000e+004,  4.6316733e-004,
  1.9500000e+004,  4.6004288e-004,
  1.9625000e+004,  4.5632102e-004,
  1.9750000e+004,  4.6160246e-004,
  1.9875000e+004,  4.5879896e-004,
  2.0000000e+004,  4.5879896e-004,
  2.0125000e+004,  4.6726115e-004,
  2.0250000e+004,  4.7298920e-004,
  2.0375000e+004,  4.6979829e-004,
  2.0500000e+004,  4.6191497e-004,
  2.0625000e+004,  4.5539547e-004,
  2.0750000e+004,  4.6097787e-004,
  2.0875000e+004,  4.6726115e-004,
  2.1000000e+004,  4.6821102e-004,
  2.1125000e+004,  4.6979829e-004,
  2.1250000e+004,  4.6410887e-004,
  2.1375000e+004,  4.5942040e-004,
  2.1500000e+004,  4.5570378e-004,
  2.1625000e+004,  4.4775384e-004,
  2.1750000e+004,  4.5601230e-004,
  2.1875000e+004,  4.6254082e-004,
  2.2000000e+004,  4.6379488e-004,
  2.2125000e+004,  4.6884520e-004,
  2.2250000e+004,  4.7171029e-004,
  2.2375000e+004,  4.7330942e-004,
  2.2500000e+004,  4.6757749e-004,
  2.2625000e+004,  4.6536718e-004,
  2.2750000e+004,  4.6979829e-004,
  2.2875000e+004,  4.7043483e-004,
  2.3000000e+004,  4.6568245e-004,
  2.3125000e+004,  4.6979829e-004,
  2.3250000e+004,  4.7266920e-004,
  2.3375000e+004,  4.7749288e-004,
  2.3500000e+004,  4.8269236e-004,
  2.3625000e+004,  4.8073585e-004,
  2.3750000e+004,  4.7555745e-004,
  2.3875000e+004,  4.6916282e-004,
  2.4000000e+004,  4.6348110e-004,
  2.4125000e+004,  4.6410887e-004,
  2.4250000e+004,  4.7171029e-004,
  2.4375000e+004,  4.7427159e-004,
  2.4500000e+004,  4.7171029e-004,
  2.4625000e+004,  4.6536718e-004,
  2.4750000e+004,  4.6254082e-004,
  2.4875000e+004,  4.6410887e-004,
  2.5000000e+004,  4.6473770e-004,
  2.5125000e+004,  4.6035433e-004,
  2.5250000e+004,  4.5817817e-004,
  2.5375000e+004,  4.5848836e-004,
  2.5500000e+004,  4.6097787e-004,
  2.5625000e+004,  4.6821102e-004,
  2.5750000e+004,  4.7266920e-004,
  2.5875000e+004,  4.6884520e-004,
  2.6000000e+004,  4.6254082e-004,
  2.6125000e+004,  4.6316733e-004,
  2.6250000e+004,  4.6757749e-004,
  2.6375000e+004,  4.7011635e-004,
  2.6500000e+004,  4.7043483e-004,
  2.6625000e+004,  4.6599772e-004,
  2.6750000e+004,  4.6442308e-004,
  2.6875000e+004,  4.6536718e-004,
  2.7000000e+004,  4.6821102e-004,
  2.7125000e+004,  4.6536718e-004,
  2.7250000e+004,  4.5663016e-004,
  2.7375000e+004,  4.5910958e-004,
  2.7500000e+004,  4.6821102e-004,
  2.7625000e+004,  4.7459267e-004,
  2.7750000e+004,  4.7555745e-004,
  2.7875000e+004,  4.7555745e-004,
  2.8000000e+004,  4.7523571e-004,
  2.8125000e+004,  4.6916282e-004,
  2.8250000e+004,  4.7011635e-004,
  2.8375000e+004,  4.6979829e-004,
  2.8500000e+004,  4.6191497e-004,
  2.8625000e+004,  4.6129016e-004,
  2.8750000e+004,  4.6631320e-004,
  2.8875000e+004,  4.7107202e-004,
  2.9000000e+004,  4.7011635e-004,
  2.9125000e+004,  4.6821102e-004,
  2.9250000e+004,  4.6916282e-004,
  2.9375000e+004,  4.6316733e-004,
  2.9500000e+004,  4.6097787e-004,
  2.9625000e+004,  4.6694502e-004,
  2.9750000e+004,  4.6631320e-004,
